Notebook Path,Notebook Name,Character Count
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 4\integriert\Statistische Methoden + Machine Learning\Objective 4.2.1\.ipynb_checkpoints,1_statistische_kennzahlen_python-checkpoint.ipynb,4442
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 4\integriert\Statistische Methoden + Machine Learning\Objective 4.2.2,1_test_datasets.ipynb,11361
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 4\integriert\Statistische Methoden + Machine Learning\Objective 4.2.2,2_auswahl_geeigneter_testdatensaetze.ipynb,6426
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 4\integriert\Statistische Methoden + Machine Learning\Objective 4.2.2,Reflexionsfragen.ipynb,2493
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 4\Übungsaufgaben,EXIN_Data_Analytics_Foundation_Conceptual_Questions.ipynb,3909
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 4\Übungsaufgaben,pced_block4_conceptual_questions.ipynb,3888
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 4\Übungsaufgaben,Übungen.ipynb,1943
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 4\Übungsaufgaben,Übungen_Datensatz_Automobile_data.csv.ipynb,10971
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 4\Übungsaufgaben,Übungsaufgaben zu 4.ipynb,4760
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 5\Data Visualization Techniques,uebungen_datenvisualisierung.ipynb,5094
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 5\Data Visualization Techniques\.ipynb_checkpoints,uebungen_datenvisualisierung-checkpoint.ipynb,5094
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\_Hier_neue_Files_rein_\Block 5\Data Visualization Techniques\Objective 5.1.1,1_plots.ipynb,3514
